SSN,Country,Site,Cluster,Plot,DepthTop,DepthBottom,Depthcode,Year,SOC,TN,pH,ExBas,ExCa,ExMg,ExK,ExNa,Sand,Clay
wa041724,Eswatini,kubuta,14,1,0,20,Topsoil_CM,2020,44.2719,3.4183,4.6728,3.862,2.5967,0.9415,0.4339,0.1579,18.2237,58.2818
wa041725,Eswatini,kubuta,14,4,9,20,Topsoil_CM,2020,3.9235,0.428,6.1162,7.2444,4.19,2.4696,0.5945,1.121,29.813,53.7338
wa041726,Eswatini,kubuta,14,4,0,20,Topsoil_CM,2020,19.2062,1.451,4.811,2.4326,1.2886,0.8244,0.2061,0.1108,15.2143,70.2923
wa041727,Eswatini,kubuta,14,6,0,20,Topsoil_CM,2020,23.7185,2.0238,5.1512,4.0152,2.2672,1.3983,0.3839,0.1154,26.6421,56.087
wa041728,Eswatini,kubuta,14,8,0,20,Topsoil_CM,2020,20.9662,1.7162,4.9828,2.7857,1.6058,0.914,0.2522,0.1075,26.5735,59.9106
wa041729,Eswatini,kubuta,14,8,20,50,Subsoil_CM,2020,19.2562,1.5582,4.9226,2.46,1.395,0.82,0.2333,0.1155,12.4149,70.4602
wa041730,Eswatini,kubuta,14,10,0,20,Topsoil_CM,2020,22.8987,2.1042,4.8668,2.4537,1.297,0.7451,0.2747,0.1116,13.4834,69.2011
wa041731,Eswatini,kubuta,14,13,0,20,Topsoil_CM,2020,19.9763,1.5768,4.8716,2.3832,1.1585,0.8236,0.2126,0.1155,12.9657,71.6878
wa041732,Eswatini,kubuta,14,14,0,20,Topsoil_CM,2020,19.0961,1.698,4.9156,3.1342,1.667,1.093,0.2876,0.1337,13.8561,67.5858
wa041733,Eswatini,kubuta,14,15,0,20,Topsoil_CM,2020,21.1076,1.7586,4.805,2.666,1.4101,0.8599,0.2425,0.1151,10.2288,73.3216
wa041734,Eswatini,kubuta,14,15,20,33,Subsoil_CM,2020,16.1183,1.404,4.8121,2.3833,1.2757,0.7899,0.2157,0.1192,11.5322,74.2778
wa041735,Eswatini,kubuta,15,1,0,20,Topsoil_CM,2020,16.6562,1.3192,4.8648,2.1847,1.1048,0.7353,0.2021,0.1079,16.3978,70.4426
wa041736,Eswatini,kubuta,15,3,0,20,Topsoil_CM,2020,11.4698,1.0044,4.9815,1.5701,0.7487,0.5567,0.1692,0.0964,18.0108,71.0775
wa041737,Eswatini,kubuta,15,3,20,50,Subsoil_CM,2020,8.8179,0.7767,5.0668,1.9787,1.0807,0.6847,0.1833,0.1008,18.1264,70.1884
wa041738,Eswatini,kubuta,15,4,0,20,Topsoil_CM,2020,22.4497,1.8277,4.7126,2.5792,1.4276,0.7071,0.3044,0.1058,8.3685,76.8547
wa041739,Eswatini,kubuta,15,4,20,50,Subsoil_CM,2020,21.99,1.7458,4.6744,2.2455,1.2765,0.6266,0.2784,0.1016,10.2751,74.764
wa041740,Eswatini,kubuta,15,7,0,20,Topsoil_CM,2020,22.5634,1.7915,4.8046,2.4482,1.3383,0.7833,0.2185,0.1099,13.5075,70.744
wa041741,Eswatini,kubuta,15,8,0,20,Topsoil_CM,2020,22.3166,1.7285,4.9985,3.419,2.0509,1.0839,0.2763,0.1043,17.9413,67.3876
wa041742,Eswatini,kubuta,15,8,20,50,Subsoil_CM,2020,22.4798,1.859,4.8534,2.6093,1.4284,0.8183,0.2597,0.1046,9.6945,74.7689
wa041743,Eswatini,kubuta,15,9,0,17,Topsoil_CM,2020,4.2405,0.4345,5.3555,3.432,2.0808,1.0978,0.3474,0.3381,36.5458,50.9796
wa041744,Eswatini,kubuta,15,11,0,20,Topsoil_CM,2020,21.4765,1.5987,4.7238,2.349,1.2839,0.7063,0.2382,0.1094,15.1984,69.9175
wa041745,Eswatini,kubuta,15,12,,,"",2020,18.7872,1.3939,4.769,2.0028,1.0676,0.6619,0.1937,0.1014,19.1524,67.0011
wa041746,Eswatini,kubuta,15,13,0,20,Topsoil_CM,2020,22.0384,1.7702,4.7951,2.6275,1.4077,0.8282,0.2605,0.1083,13.3015,70.7042
wa041747,Eswatini,kubuta,15,13,20,50,Subsoil_CM,2020,21.155,1.5881,4.7566,2.4008,1.2747,0.7124,0.2518,0.1077,15.5572,69.2013
wa041748,Eswatini,kubuta,15,15,0,20,Topsoil_CM,2020,19.9663,1.5512,4.7483,2.4961,1.3135,0.7561,0.2644,0.0981,12.2846,74.3114
wa041749,Eswatini,kubuta,15,15,0,20,Topsoil_CM,2020,17.6204,1.459,4.8748,2.3244,1.1663,0.7844,0.2228,0.1024,21.918,65.37
wa041750,Eswatini,kubuta,15,15,20,35,Subsoil_CM,2020,19.5697,1.5223,4.7621,2.4388,1.3103,0.7496,0.2622,0.0955,12.5054,74.1419
wa041751,Eswatini,kubuta,16,2,0,20,Topsoil_CM,2020,18.7357,1.475,4.9356,2.4379,1.3694,0.7604,0.2328,0.0963,22.4283,64.4013
wa041752,Eswatini,kubuta,16,4,20,50,Subsoil_CM,2020,21.9073,1.6837,4.8772,3.464,1.9871,1.0129,0.3816,0.1027,13.1494,73.3993
wa041753,Eswatini,kubuta,16,5,0,20,Topsoil_CM,2020,22.1979,1.6751,4.9603,3.4385,2.0879,0.9942,0.2954,0.0963,20.2052,67.4285
wa041754,Eswatini,kubuta,16,5,0,20,Topsoil_CM,2020,23.4594,1.8602,4.7061,2.5428,1.3374,0.6971,0.2747,0.1176,25.6758,58.1302
wa041755,Eswatini,kubuta,16,7,0,20,Topsoil_CM,2020,23.5124,2.1504,5.0023,3.7972,2.1611,1.1768,0.3717,0.1182,23.9853,58.619
wa041756,Eswatini,kubuta,16,11,0,20,Topsoil_CM,2020,22.7081,1.7871,4.9468,3.094,1.8665,0.8893,0.2866,0.1017,21.6267,63.3354
wa041757,Eswatini,kubuta,16,11,20,40,Subsoil_CM,2020,24.0733,2.026,4.82,2.7702,1.6017,0.7473,0.3105,0.1054,18.5019,67.551
wa041758,Eswatini,kubuta,16,12,0,20,Topsoil_CM,2020,26.1972,2.2226,4.8032,3.36,1.9963,0.9548,0.3854,0.1062,14.9419,67.2358
wa041759,Eswatini,kubuta,16,12,20,50,Subsoil_CM,2020,21.8685,1.792,4.8858,2.9447,1.6893,0.9195,0.342,0.1008,12.0062,72.6891
wa041760,Eswatini,kubuta,16,14,0,20,Topsoil_CM,2020,23.1587,1.9763,5.1708,5.3565,3.3331,1.4946,0.4287,0.1199,14.9076,67.275
wa041761,Eswatini,kubuta,16,14,20,50,Subsoil_CM,2020,20.0629,1.6333,4.7567,2.7517,1.5911,0.8388,0.2998,0.1056,7.9862,79.1868
wa041762,Eswatini,mafutseni,1,1,0,20,Topsoil,2018,14.3284,1.46,6.6687,13.5178,8.5041,3.4242,1.3013,0.1145,36.3457,43.2174
wa041763,Eswatini,mafutseni,1,1,20,50,Subsoil,2018,9.0608,1.1624,6.4873,11.4391,7.2154,2.8651,0.9566,0.1591,48.2624,33.7902
wa041764,Eswatini,mafutseni,1,4,0,20,Topsoil,2018,6.763,0.5627,6.2103,5.6319,3.4644,1.631,0.2942,0.142,58.9954,22.8353
wa041765,Eswatini,mafutseni,1,4,20,50,Subsoil,2018,4.1486,0.4177,6.4117,6.857,4.297,1.8357,0.3767,0.1573,57.2994,27.9063
wa041766,Eswatini,mafutseni,1,5,0,20,Topsoil,2018,18.9172,1.8696,6.2944,14.7377,9.9337,3.6165,0.7317,0.1403,31.8334,48.1947
wa041767,Eswatini,mafutseni,1,5,20,50,Subsoil,2018,13.8507,1.3628,6.5859,18.5175,12.2984,5.1102,0.814,0.2008,20.4192,57.6256
wa041768,Eswatini,mafutseni,1,6,0,20,Topsoil,2018,6.705,0.5453,6.1266,4.9739,3.0764,1.55,0.2786,0.1588,61.3472,22.3101
wa041769,Eswatini,mafutseni,1,6,20,50,Subsoil,2018,3.9833,0.3421,6.2776,4.2222,2.5901,1.2372,0.2103,0.1518,67.585,19.6889
wa041770,Eswatini,mafutseni,1,7,0,20,Topsoil,2018,12.5675,1.3945,6.2082,10.8028,6.8369,2.9949,0.4152,0.2033,47.7438,29.2918
wa041771,Eswatini,mafutseni,1,7,20,50,Subsoil,2018,7.643,0.6414,6.4883,7.5102,4.6583,2.0657,0.3158,0.2189,61.3262,22.1731
wa041772,Eswatini,mafutseni,1,8,0,20,Topsoil,2018,9.2717,0.9083,6.1988,8.858,5.4336,2.5512,0.4661,0.1713,47.5998,32.1248
wa041773,Eswatini,mafutseni,1,8,20,50,Subsoil,2018,8.757,0.8487,6.331,9.8813,6.045,2.7578,0.4654,0.1746,45.5513,35.4158
wa041774,Eswatini,mafutseni,1,9,0,20,Topsoil,2018,20.1835,2.1354,6.2056,14.0666,9.5546,3.4017,0.6637,0.1414,35.7194,38.8593
wa041775,Eswatini,mafutseni,1,9,20,50,Subsoil,2018,16.9324,1.6327,6.5613,16.7423,11.7655,4.3665,0.6683,0.1888,28.327,48.3337
wa041776,Eswatini,mafutseni,1,10,0,20,Topsoil,2018,22.8281,2.0213,6.2051,18.7948,12.3176,5.6371,0.8227,0.2171,19.9971,55.6324
wa041777,Eswatini,mafutseni,1,10,20,50,Subsoil,2018,15.5419,1.458,6.7011,19.6476,12.6928,5.9087,0.6939,0.2635,19.7765,60.6169
wa041778,Eswatini,mafutseni,1,12,20,50,Subsoil,2018,15.2282,1.5928,6.3234,14.6024,9.5237,4.7225,0.4888,0.2083,41.7337,39.744
wa041779,Eswatini,mafutseni,1,14,0,20,Topsoil,2018,10.4359,1.0759,6.0429,6.8882,4.2266,1.8347,0.3645,0.1379,53.9016,23.937
wa041780,Eswatini,mafutseni,1,14,20,50,Subsoil,2018,10.9379,1.1259,6.2599,9.8632,6.1501,2.4307,0.4321,0.1508,49.2904,29.2929
wa041781,Eswatini,mafutseni,1,15,20,50,Subsoil,2018,8.6146,0.903,6.133,8.5445,5.2811,2.237,0.4369,0.1664,48.6496,30.3849
wa041782,Eswatini,mafutseni,2,2,0,20,Topsoil,2018,12.0472,1.6144,6.1344,9.7899,5.5564,3.7442,0.2577,0.1922,54.2549,27.3221
wa041783,Eswatini,mafutseni,2,2,20,50,Subsoil,2018,10.7324,1.0145,6.2462,8.9105,4.8222,3.4182,0.2553,0.2445,50.2043,29.9717
wa041784,Eswatini,mafutseni,2,8,0,20,Topsoil,2018,11.9048,1.3303,6.259,10.8212,6.5977,3.3556,0.3676,0.1909,50.9529,28.1229
wa041785,Eswatini,mafutseni,2,8,20,50,Subsoil,2018,9.1593,0.8445,6.2989,9.2879,5.8002,2.4239,0.3807,0.1838,51.9899,25.987
wa041786,Eswatini,mafutseni,2,13,0,20,Topsoil,2018,14.0837,1.4853,6.1266,10.8897,6.7513,3.1537,0.3437,0.1683,46.6845,30.7576
wa041787,Eswatini,mafutseni,2,13,20,50,Subsoil,2018,12.2585,1.341,6.2226,10.8337,6.865,2.8937,0.3941,0.1684,46.4101,30.4635
wa041788,Eswatini,mafutseni,5,1,0,20,Topsoil,2018,8.9268,0.9524,7.0591,16.6162,7.8104,6.0043,0.3981,2.3173,37.3462,44.4158
wa041789,Eswatini,mafutseni,5,1,20,50,Subsoil,2018,7.0899,0.6422,8.4009,32.4214,14.5682,9.4884,0.5158,7.0633,21.4961,62.4967
wa041790,Eswatini,mafutseni,5,4,20,50,Subsoil,2018,16.1977,1.3911,6.8654,20.8585,14.2214,4.9681,0.5707,0.3452,36.2293,39.1019
wa041791,Eswatini,mafutseni,5,5,0,20,Topsoil,2018,9.552,1.0109,6.3372,10.243,6.5274,2.7278,0.5425,0.1827,48.7169,30.8635
wa041792,Eswatini,mafutseni,5,5,20,50,Subsoil,2018,9.3892,0.9659,6.5056,12.4776,7.761,3.5521,0.586,0.1714,36.9271,47.7921
wa041793,Eswatini,mafutseni,5,6,0,20,Topsoil,2018,8.7777,0.803,6.1609,9.0499,5.559,2.5455,0.4257,0.1935,46.7112,32.0898
wa041794,Eswatini,mafutseni,5,6,20,50,Subsoil,2018,10.1532,1.0337,6.3602,13.9695,8.8871,4.4075,0.611,0.22,31.2247,52.4252
wa041795,Eswatini,mafutseni,5,7,0,20,Topsoil,2018,10.4712,0.9989,6.146,10.1508,6.3814,2.9904,0.4417,0.1882,40.1944,38.0736
wa041796,Eswatini,mafutseni,5,7,20,50,Subsoil,2018,2.2846,0.2061,7.1,5.2861,3.3782,1.6584,0.2207,0.388,75.6851,14.368
wa041797,Eswatini,mafutseni,5,8,0,20,Topsoil,2018,9.4467,0.9543,6.3948,12.1752,7.6103,3.7051,0.519,0.2389,36.2076,46.7406
wa041798,Eswatini,mafutseni,5,8,20,50,Subsoil,2018,2.6081,0.2449,7.4468,8.2653,5.2669,2.1923,0.3188,0.7318,68.9837,20.5838
wa041799,Eswatini,mafutseni,5,12,20,50,Subsoil,2018,5.5241,0.7593,8.7051,50.7704,42.6229,7.4866,0.7948,3.9109,29.1042,51.7135
wa041800,Eswatini,mafutseni,5,13,0,20,Topsoil,2018,12.4383,1.2945,6.281,11.0305,7.0263,2.6807,0.3911,0.1837,48.1397,27.6158
wa041801,Eswatini,mafutseni,5,13,20,50,Subsoil,2018,9.2609,0.8453,6.5014,11.0278,6.9198,3.1888,0.4254,0.2301,48.6099,30.1437
wa041802,Eswatini,mafutseni,5,14,0,20,Topsoil,2018,12.4587,1.0869,6.7024,10.2856,6.9674,2.4731,0.4497,0.2313,57.5439,23.301
wa041803,Eswatini,mafutseni,5,14,20,50,Subsoil,2018,16.1267,1.6889,6.2993,12.5287,8.0795,3.9758,0.4345,0.1734,46.0716,31.7964
wa041804,Eswatini,mafutseni,5,15,0,20,Topsoil,2018,8.3446,0.8392,6.5903,11.9977,7.4298,3.4238,0.4463,0.3662,47.3227,31.6327
wa041805,Eswatini,mafutseni,5,15,20,50,Subsoil,2018,10.3033,1.0442,7.0896,24.5173,15.6799,7.4755,0.862,0.9326,22.0825,57.2145
wa041806,Eswatini,mafutseni,7,3,0,20,Topsoil,2018,10.5385,0.9639,6.2592,9.6203,5.9571,2.8467,0.4299,0.1903,48.6433,30.0671
wa041807,Eswatini,mafutseni,7,4,0,20,Topsoil,2018,15.5836,1.7155,6.2045,12.3783,7.5631,4.1457,0.3991,0.1989,45.1222,31.3945
wa041808,Eswatini,mafutseni,7,5,0,20,Topsoil,2018,18.2273,1.8867,7.2643,20.2586,15.8138,4.124,0.4515,0.345,40.1197,32.799
wa041809,Eswatini,mafutseni,7,5,20,50,Subsoil,2018,14.3955,1.4862,6.8994,14.1303,9.5276,3.9543,0.3594,0.272,49.493,29.1048
wa041810,Eswatini,mafutseni,7,6,0,20,Topsoil,2018,6.6403,0.5042,6.2235,4.7689,2.967,1.3837,0.2673,0.1521,61.0819,21.6249
wa041811,Eswatini,mafutseni,7,6,20,50,Subsoil,2018,6.2253,0.5903,6.255,6.6572,3.9649,1.9887,0.3823,0.1531,54.9264,27.1995
wa041812,Eswatini,mafutseni,7,7,0,20,Topsoil,2018,9.0027,0.8513,6.3265,9.9421,6.2698,3.0606,0.3931,0.2577,50.6235,29.9963
wa041813,Eswatini,mafutseni,7,7,20,50,Subsoil,2018,13.478,1.4481,6.2008,12.5412,7.5998,3.9829,0.4391,0.2412,43.5354,34.1069
wa041814,Eswatini,mafutseni,7,8,0,20,Topsoil,2018,24.1327,2.2387,6.1738,22.9865,15.2572,6.9664,0.7,0.2469,21.9539,52.9782
wa041815,Eswatini,mafutseni,7,8,20,50,Subsoil,2018,20.0855,1.9023,6.4659,21.939,14.1952,6.9109,0.7819,0.263,20.5459,58.3192
wa041816,Eswatini,mafutseni,7,10,0,20,Topsoil,2018,16.5306,1.4035,7.0321,25.063,16.5265,7.0088,0.6773,0.3785,30.3138,46.5227
wa041817,Eswatini,mafutseni,7,10,20,50,Subsoil,2018,19.9487,1.5795,6.8725,29.7842,19.785,8.9437,0.878,0.4915,16.4915,57.6075
wa041818,Eswatini,mafutseni,7,11,20,50,Subsoil,2018,16.3282,1.5875,6.3807,26.2038,16.8467,8.4163,0.7451,0.425,14.9726,61.6336
wa041819,Eswatini,mafutseni,7,12,20,50,Subsoil,2018,13.3985,1.2234,6.8672,25.3652,16.6027,7.6587,0.7744,0.6562,20.2589,54.7402
wa041820,Eswatini,mafutseni,7,13,20,50,Subsoil,2018,30.0678,2.1644,6.1607,30.6079,21.1589,9.1196,0.8952,0.4253,12.99,63.9502
wa041821,Eswatini,mafutseni,7,15,20,50,Subsoil,2018,11.7656,1.1925,7.1,26.0618,16.4794,8.0677,0.5247,0.6999,20.0178,62.8629
wa041822,Eswatini,mafutseni,8,2,20,50,Subsoil,2018,20.4107,1.8716,6.2011,17.6367,11.3854,5.5792,0.5277,0.2202,23.0385,50.3996
wa041823,Eswatini,mafutseni,8,3,20,50,Subsoil,2018,18.4817,1.826,6.1601,14.948,9.5456,4.848,0.5644,0.2067,31.7309,44.5896
wa041824,Eswatini,mafutseni,8,4,20,50,Subsoil,2018,28.7117,2.5381,5.8774,15.2509,10.1009,4.3967,0.5637,0.1841,29.378,42.4065
wa041825,Eswatini,mafutseni,8,7,20,50,Subsoil,2018,8.9241,0.8349,6.0528,6.6204,3.8947,1.9018,0.2908,0.1471,57.966,22.6696
wa041826,Eswatini,mafutseni,8,8,0,20,Topsoil,2018,22.4585,2.0656,6.1528,19.4821,12.5222,6.3408,0.7314,0.2257,16.9886,61.3124
wa041827,Eswatini,mafutseni,8,10,0,20,Topsoil,2018,29.3008,2.3739,6.1712,22.2053,15.0484,5.888,1.0415,0.2448,22.1469,52.8072
wa041828,Eswatini,mafutseni,8,9,0,20,Topsoil,2018,24.0327,2.1973,5.9843,17.0355,10.6964,5.5796,0.5226,0.2149,24.3784,48.4756
wa041829,Eswatini,mafutseni,8,12,0,20,Topsoil,2018,24.2888,2.2879,6.1984,15.7082,10.1135,4.854,0.5321,0.187,33.1864,42.7015
wa041830,Eswatini,mafutseni,8,13,0,20,Topsoil,2018,25.8406,2.3828,6.0596,20.2596,13.1359,6.4615,0.7177,0.2252,15.0364,60.2566
wa041831,Eswatini,mafutseni,8,15,0,20,Topsoil,2018,24.4689,2.4838,6.1297,17.2839,10.9199,5.7637,0.4533,0.2137,34.313,37.7146
wa041832,Eswatini,mafutseni,8,15,20,50,Subsoil,2018,17.1705,1.6214,6.0882,18.7238,11.7616,6.3181,0.5894,0.2414,19.8662,59.008
wa041835,Eswatini,mafutseni,10,1,0,20,Topsoil,2018,20.7029,1.9491,6.6518,29.9446,20.9798,8.6476,0.8877,1.4105,21.204,52.7471
wa041836,Eswatini,mafutseni,10,4,20,50,Subsoil,2018,6.7523,0.6147,5.9689,4.7212,2.711,1.6527,0.1765,0.1693,58.1404,24.7651
wa041837,Eswatini,mafutseni,10,4,0,20,Topsoil,2018,7.6239,0.7623,6.1321,4.8987,2.7363,1.6844,0.2717,0.2004,65.4627,19.7457
wa041839,Eswatini,mafutseni,10,5,0,20,Topsoil,2018,12.8677,1.4419,6.2799,12.4688,8.1248,3.7196,0.4372,0.2486,45.0798,31.8115
wa041840,Eswatini,mafutseni,10,5,20,50,Subsoil,2018,12.2359,1.3309,6.6668,17.1448,10.9117,5.4623,0.4917,0.3405,38.5332,39.7431
wa041841,Eswatini,mafutseni,10,6,0,20,Topsoil,2018,11.1168,1.1703,6.3106,11.6338,7.1196,3.497,0.4412,0.242,51.1514,27.7631
wa041842,Eswatini,mafutseni,10,6,20,50,Subsoil,2018,6.3974,0.5482,6.3962,8.1742,5.01,2.3768,0.4134,0.2417,57.6284,26.3093
wa041843,Eswatini,mafutseni,10,7,0,20,Topsoil,2018,10.2369,0.9957,6.0384,7.8262,4.6195,2.2951,0.3644,0.1912,55.3415,25.4307
wa041844,Eswatini,mafutseni,10,7,20,50,Subsoil,2018,10.1696,0.9956,6.1416,9.2918,5.556,2.6111,0.4072,0.1761,49.9988,28.7736
wa041845,Eswatini,mafutseni,10,8,0,20,Topsoil,2018,24.978,1.9696,6.9268,33.6982,22.2554,10.4196,1.1249,0.6522,17.1931,59.8433
wa041846,Eswatini,mafutseni,10,8,20,50,Subsoil,2018,21.9001,1.7926,6.9756,40.1753,26.4854,12.9407,1.136,0.7808,16.8843,61.498
wa041847,Eswatini,mafutseni,10,9,0,20,Topsoil,2018,28.3888,2.0977,7.1088,35.7231,24.28,10.435,1.3643,0.6886,15.4638,59.0646
wa041848,Eswatini,mafutseni,10,10,0,20,Topsoil,2018,21.3072,1.9295,6.3314,25.3055,17.0192,6.614,0.697,0.389,32.3593,43.6959
wa041849,Eswatini,mafutseni,10,10,20,50,Subsoil,2018,25.699,2.0563,6.2206,27.5849,18.4716,7.9747,0.811,0.4075,17.8929,56.776
wa041850,Eswatini,mafutseni,10,12,0,20,Topsoil,2018,24.6336,2.1743,6.1884,24.7937,16.4146,7.4166,0.6876,0.3595,26.6286,49.8069
wa041851,Eswatini,mafutseni,10,12,20,50,Subsoil,2018,20.7032,1.7022,6.7261,32.8,20.7334,11.2008,0.8418,0.7446,11.9718,66.3027
wa041852,Eswatini,mafutseni,10,15,0,20,Topsoil,2018,12.762,1.402,6.1685,11.282,7.1902,3.22,0.4256,0.2023,46.5017,29.7609
wa041853,Eswatini,mafutseni,10,15,20,50,Subsoil,2018,12.864,1.2348,6.912,15.7186,10.4883,4.1143,0.4792,0.2356,44.333,34.2806
wa041854,Eswatini,mafutseni,12,3,0,20,Topsoil,2018,9.6317,0.8878,6.2234,4.3024,2.6092,1.1204,0.3785,0.1188,60.616,19.4677
wa041855,Eswatini,mafutseni,12,3,20,50,Subsoil,2018,8.1428,0.7268,6.2377,4.1314,2.4922,1.1488,0.3008,0.1284,61.1531,19.6055
wa041856,Eswatini,mafutseni,12,5,0,20,Topsoil,2018,11.4487,1.1973,6.1731,9.9884,6.4216,2.6208,0.3663,0.1931,52.0034,26.7227
wa041857,Eswatini,mafutseni,12,5,20,50,Subsoil,2018,10.4553,1.1186,6.2134,10.4491,6.4899,2.9031,0.3819,0.2189,50.7119,28.2396
wa041858,Eswatini,mafutseni,12,8,0,20,Topsoil,2018,12.9819,1.4604,6.353,12.9404,7.9803,3.9329,0.405,0.194,49.9808,28.5222
wa041859,Eswatini,mafutseni,12,8,20,50,Subsoil,2018,14.6196,1.7105,6.2168,13.8869,8.9504,4.1653,0.393,0.2265,47.4429,31.0302
wa041860,Eswatini,mafutseni,12,9,0,20,Topsoil,2018,5.2061,0.393,6.285,4.7383,3.0281,1.4336,0.2285,0.149,67.6602,18.7633
wa041861,Eswatini,mafutseni,12,9,20,50,Subsoil,2018,5.2147,0.4006,6.3887,4.884,2.9239,1.4717,0.2396,0.1726,66.9896,19.2256
wa041862,Eswatini,mafutseni,12,10,0,20,Topsoil,2018,6.5378,0.518,6.5722,6.2227,3.9316,1.6502,0.2728,0.1577,62.0809,20.784
wa041863,Eswatini,mafutseni,12,11,0,20,Topsoil,2018,12.1887,1.2463,6.1718,9.1681,5.8671,2.3926,0.4339,0.1537,52.936,25.0068
wa041864,Eswatini,mafutseni,12,11,20,50,Subsoil,2018,8.919,0.8644,6.2312,7.541,4.3786,2.0853,0.3705,0.1816,57.6171,24.419
wa041865,Eswatini,mafutseni,12,12,0,20,Topsoil,2018,9.0895,1.0218,6.6968,13.5009,8.6194,4.0621,0.4003,0.217,48.6206,29.6764
wa041866,Eswatini,mafutseni,12,12,20,50,Subsoil,2018,7.3967,0.5951,6.1909,4.7401,2.899,1.3022,0.2599,0.1376,61.0593,21.4579
wa041867,Eswatini,mafutseni,12,13,0,20,Topsoil,2018,5.3085,0.466,7.1368,8.6186,5.1551,2.493,0.4101,0.3229,63.0654,22.4677
wa041868,Eswatini,mafutseni,12,13,20,50,Subsoil,2018,25.9793,2.3976,6.4893,19.3685,12.9352,4.8991,0.7182,0.2593,36.14,38.6897
wa041869,Eswatini,mafutseni,12,14,20,50,Subsoil,2018,12.3962,1.197,6.3509,8.8869,5.5683,2.5364,0.5334,0.223,56.0659,26.6108
wa041870,Eswatini,mafutseni,13,3,0,20,Topsoil,2018,6.0168,0.5932,7.3243,13.5451,9.2873,3.1635,0.4848,0.3084,50.6202,27.4402
wa041871,Eswatini,mafutseni,13,5,0,20,Topsoil,2018,9.7351,0.9625,6.647,11.279,7.4132,2.7996,0.6062,0.1493,46.4963,31.4335
wa041872,Eswatini,mafutseni,13,7,20,50,Subsoil,2018,12.0269,1.0871,8.3329,38.6737,29.4567,6.6013,0.9088,0.6967,29.3168,46.1302
wa041873,Eswatini,mafutseni,13,9,0,20,Topsoil,2018,12.5141,1.4892,6.4336,13.7518,8.8736,4.0957,0.4502,0.1902,49.3025,29.8717
wa041874,Eswatini,mafutseni,13,10,0,20,Topsoil,2018,9.0175,0.9326,6.2538,11.554,7.0222,3.4459,0.4492,0.203,42.5367,37.8272
wa041875,Eswatini,mafutseni,13,13,0,20,Topsoil,2018,7.4724,0.616,6.3253,5.5891,3.4737,1.603,0.3226,0.1457,62.9201,19.6472
wa041876,Eswatini,mafutseni,13,14,20,50,Subsoil,2018,11.9107,1.124,6.5604,18.6802,11.8586,5.9299,0.7447,0.3342,25.7311,55.6574
wa041877,Eswatini,mafutseni,14,2,20,50,Subsoil,2018,6.8406,0.7758,6.8588,20.4571,12.743,6.2708,0.6172,1.1193,26.8444,60.9158
wa041878,Eswatini,mafutseni,14,6,0,20,Topsoil,2018,9.2793,0.8648,6.2818,9.2111,5.8033,2.413,0.4264,0.173,51.6017,26.3574
wa041879,Eswatini,mafutseni,14,7,0,20,Topsoil,2018,11.1427,0.9623,6.076,10.3151,6.5207,2.9802,0.3762,0.2405,44.4931,32.4769
wa041880,Eswatini,mafutseni,14,7,20,50,Subsoil,2018,10.238,1.1595,6.0715,12.5386,8.1015,3.7917,0.3614,0.3196,49.1138,34.9903
wa041881,Eswatini,mafutseni,14,9,20,50,Subsoil,2018,8.4771,0.7159,6.2758,9.1754,5.9771,2.5154,0.3749,0.2486,53.4936,29.3752
wa041882,Eswatini,mafutseni,14,14,0,20,Topsoil,2018,10.181,1.0474,6.4886,12.3866,7.8521,3.5598,0.5035,0.3942,43.3099,38.5236
wa041883,Eswatini,mafutseni,15,15,20,50,Subsoil,2018,6.1768,0.6548,7.4708,27.7816,17.7809,8.2752,0.7722,1.7918,28.3078,52.7276
wa041884,Eswatini,mafutseni,16,2,0,20,Topsoil,2018,11.9154,1.2344,6.0263,8.0314,5.1041,2.216,0.3731,0.1622,52.6598,26.0108
wa041885,Eswatini,mafutseni,16,4,0,20,Topsoil,2018,23.4432,2.1678,6.1507,14.5003,9.5162,3.9104,0.4078,0.1678,41.9641,30.9062
wa041886,Eswatini,mafutseni,16,5,0,20,Topsoil,2018,15.4564,1.5729,6.128,10.3561,6.6947,2.7188,0.4296,0.181,46.175,30.1184
wa041887,Eswatini,mafutseni,16,6,0,20,Topsoil,2018,11.6335,1.2478,6.0257,7.0146,4.3496,1.8987,0.3396,0.1365,62.654,20.3211
wa041888,Eswatini,mafutseni,16,7,0,20,Topsoil,2018,10.8,1.0195,5.8437,4.8014,2.9632,1.2881,0.3627,0.1243,64.0045,18.3127
wa041889,Eswatini,mafutseni,16,7,20,50,Subsoil,2018,6.7314,0.5518,5.8751,4.4541,2.6605,1.2971,0.2536,0.1542,58.8284,23.0733
wa041890,Eswatini,mafutseni,16,8,0,20,Topsoil,2018,13.1325,1.3778,6.0586,9.9801,6.4497,2.6518,0.3871,0.1981,47.1823,29.6401
wa041891,Eswatini,mafutseni,16,8,20,50,Subsoil,2018,9.8275,0.8683,5.9706,6.4128,3.8245,1.9822,0.3144,0.198,60.2443,24.4433
wa041892,Eswatini,mafutseni,16,9,0,20,Topsoil,2018,23.2892,2.0784,6.6489,14.3768,10.2625,2.8141,0.6661,0.1636,49.9264,27.9677
wa041893,Eswatini,mafutseni,16,9,20,50,Subsoil,2018,9.7214,0.8476,6.3594,7.7691,5.0584,1.8919,0.3735,0.1276,50.9261,27.0874
